"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_001EA","S1901_C01_001MA","S1901_C02_001E","S1901_C02_001M","S1901_C02_001EA","S1901_C02_001MA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001EA","S1901_C03_001MA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001EA","S1901_C04_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002EA","S1901_C01_002MA","S1901_C02_002E","S1901_C02_002M","S1901_C02_002EA","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C04_002E","S1901_C04_002M","S1901_C04_002EA","S1901_C04_002MA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003M","S1901_C02_003EA","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003EA","S1901_C04_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004EA","S1901_C02_004MA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005EA","S1901_C01_005MA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005EA","S1901_C02_005MA","S1901_C03_005E","S1901_C03_005M","S1901_C03_005EA","S1901_C03_005MA","S1901_C04_005E","S1901_C04_005M","S1901_C04_005EA","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006EA","S1901_C02_006MA","S1901_C03_006E","S1901_C03_006M","S1901_C03_006EA","S1901_C03_006MA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006EA","S1901_C04_006MA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C03_007E","S1901_C03_007EA","S1901_C03_007M","S1901_C03_007MA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008EA","S1901_C04_008MA","S1901_C01_009E","S1901_C01_009M","S1901_C01_009EA","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009EA","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009EA","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009EA","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010EA","S1901_C01_010MA","S1901_C02_010E","S1901_C02_010EA","S1901_C02_010M","S1901_C02_010MA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011EA","S1901_C01_011MA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C03_011E","S1901_C03_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C04_011E","S1901_C04_011EA","S1901_C04_011M","S1901_C04_011MA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012EA","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012EA","S1901_C02_012M","S1901_C02_012MA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012EA","S1901_C03_012MA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012EA","S1901_C04_012MA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013EA","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013EA","S1901_C02_013MA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013EA","S1901_C03_013MA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014EA","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014EA","S1901_C02_014MA","S1901_C03_014E","S1901_C03_014M","S1901_C03_014EA","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014EA","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C03_015E","S1901_C03_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015EA","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016M","S1901_C01_016EA","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016EA","S1901_C03_016MA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016EA","S1901_C04_016MA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Estimate!!Total","Annotation of Households!!Margin of Error!!Total","Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Estimate!!Total","Annotation of Families!!Margin of Error!!Total","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"310M100US10140","Aberdeen, WA Micro Area","25619","1938","null","null","16523","1758","null","null","N","N","N","N","9096","1272","null","null","10.6","2.7","null","null","5.8","2.5","null","null","N","N","-999999999.0","N","20.0","5.7","null","null","4.4","null","1.5","null","3.6","1.9","null","null","N","N","-999999999.0","N","7.0","3.4","null","null","12.5","null","2.8","null","9.3","3.8","null","null","N","N","-999999999.0","N","18.6","null","4.3","null","15.3","3.4","null","null","11.5","3.0","null","null","N","-999999999.0","N","N","22.1","7.5","null","null","16.9","null","3.5","null","19.6","4.9","null","null","N","-999999999.0","N","N","11.9","4.0","null","null","16.7","null","3.4","null","20.5","null","4.8","null","N","N","-999999999.0","N","10.3","null","4.4","null","12.5","null","3.7","null","16.2","null","5.3","null","N","N","-999999999.0","N","6.3","3.7","null","null","9.3","2.3","null","null","11.0","3.1","null","null","N","-999999999.0","N","N","3.6","2.9","null","null","1.5","1.0","null","null","2.0","null","1.5","null","N","N","N","N","0.3","null","0.6","null","0.3","0.3","null","null","0.4","null","0.4","null","N","N","N","N","0.0","null","1.8","null","40993","2618","null","null","50038","null","2850","null","51957","5701","null","null","26602","2655","null","null","49780","2534","null","null","57302","3395","null","null","N","-999999999","N","N","33479","null","3608","null","30.5","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","25.6","(X)","null","(X)",
"310M100US10180","Abilene, TX Metro Area","58974","3437","null","null","36644","2800","null","null","27085","2587","null","null","22330","2252","null","null","8.7","1.7","null","null","6.1","2.1","null","null","3.8","null","2.1","null","13.6","3.3","null","null","6.9","null","1.5","null","3.3","1.4","null","null","1.9","null","1.0","null","12.7","3.4","null","null","14.4","null","2.2","null","10.9","2.5","null","null","5.8","null","1.8","null","20.8","null","4.3","null","14.1","2.6","null","null","13.7","2.7","null","null","10.6","2.4","null","null","15.4","4.1","null","null","15.2","null","2.4","null","15.4","2.7","null","null","16.8","3.3","null","null","14.4","3.8","null","null","20.5","null","2.5","null","22.3","null","2.9","null","25.2","null","3.6","null","17.5","null","4.4","null","9.2","null","1.7","null","12.7","null","2.4","null","15.5","null","2.9","null","2.4","1.5","null","null","7.2","1.4","null","null","10.1","2.1","null","null","13.3","2.8","null","null","2.3","1.3","null","null","2.0","0.9","null","null","2.7","null","1.3","null","3.6","null","1.7","null","0.9","null","1.0","null","1.8","0.9","null","null","2.8","null","1.4","null","3.4","null","1.8","null","0.1","null","0.1","null","40659","3606","null","null","50473","null","4068","null","60811","4105","null","null","26883","3280","null","null","52221","3445","null","null","62824","5184","null","null","N","-999999999","N","N","33502","null","2829","null","31.4","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.5","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","30.4","(X)","null","(X)",
"310M100US10300","Adrian, MI Micro Area","38055","1487","null","null","25860","1583","null","null","19909","1443","null","null","12195","1388","null","null","6.0","1.7","null","null","3.5","1.5","null","null","1.3","null","1.1","null","13.4","4.5","null","null","8.0","null","1.9","null","4.6","1.7","null","null","1.3","null","0.8","null","17.2","5.2","null","null","14.8","null","2.4","null","9.4","2.3","null","null","6.3","null","2.0","null","24.9","null","5.6","null","9.8","2.0","null","null","8.3","2.1","null","null","7.2","1.9","null","null","13.5","4.3","null","null","17.3","null","2.8","null","19.0","3.3","null","null","18.7","3.6","null","null","12.2","3.9","null","null","19.8","null","2.7","null","23.1","null","3.7","null","27.0","null","4.4","null","12.5","null","3.6","null","12.5","null","2.2","null","16.4","null","3.1","null","19.6","null","3.9","null","3.9","2.3","null","null","9.7","2.0","null","null","13.1","2.9","null","null","15.3","3.2","null","null","1.8","1.5","null","null","1.3","0.6","null","null","1.8","null","1.0","null","2.4","null","1.2","null","0.2","null","0.4","null","0.7","0.5","null","null","0.8","null","0.7","null","1.1","null","0.9","null","0.5","null","0.8","null","44509","3216","null","null","55168","null","3905","null","64764","3901","null","null","23382","1934","null","null","53015","2239","null","null","61932","3284","null","null","N","-999999999","N","N","31606","null","2956","null","24.9","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","21.8","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","27.4","(X)","null","(X)",
"310M100US10380","Aguadilla-Isabela-San Sebasti?n, PR Metro Area","103042","3081","null","null","76759","3098","null","null","49947","2885","null","null","26283","2740","null","null","36.6","2.4","null","null","31.5","2.8","null","null","21.5","null","2.8","null","55.9","5.0","null","null","13.6","null","1.5","null","12.8","1.7","null","null","13.0","null","1.9","null","16.4","3.5","null","null","19.5","null","2.0","null","21.1","2.8","null","null","23.8","null","3.6","null","12.4","null","3.2","null","11.9","1.4","null","null","12.7","1.7","null","null","15.2","2.4","null","null","7.5","2.5","null","null","9.9","null","1.5","null","12.0","1.9","null","null","14.2","2.5","null","null","4.2","1.9","null","null","5.6","null","1.1","null","6.3","null","1.4","null","7.7","null","1.9","null","2.6","null","1.9","null","1.6","null","0.6","null","1.9","null","0.8","null","2.4","null","1.1","null","0.9","0.8","null","null","1.0","0.5","null","null","1.4","0.6","null","null","1.9","0.9","null","null","0.0","0.7","null","null","0.1","0.2","null","null","0.2","null","0.2","null","0.3","null","0.3","null","0.0","null","0.7","null","0.1","0.1","null","null","0.1","null","0.2","null","0.2","null","0.3","null","0.0","null","0.7","null","14951","814","null","null","16989","null","952","null","20953","1725","null","null","8784","957","null","null","21473","1180","null","null","23901","1474","null","null","28254","1897","null","null","13121","null","1401","null","17.9","-888888888.0","null","(X)","(X)","-888888888","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","18.7","null","-888888888.0","(X)","(X)","(X)","-888888888","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","-888888888","(X)","(X)","-888888888","(X)","(X)","13.9","(X)","null","(X)",
