"GEO_ID","NAME","S1901_C03_001E","S1901_C03_001M","S1901_C03_001MA","S1901_C03_001EA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001MA","S1901_C04_001EA","S1901_C02_001M","S1901_C02_001MA","S1901_C02_001E","S1901_C02_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C01_001E","S1901_C01_001EA","S1901_C02_002E","S1901_C02_002M","S1901_C02_002MA","S1901_C02_002EA","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002E","S1901_C01_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C04_002E","S1901_C04_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C03_002E","S1901_C03_002EA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003MA","S1901_C04_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C04_004E","S1901_C04_004M","S1901_C04_004MA","S1901_C04_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C03_004E","S1901_C03_004EA","S1901_C02_004M","S1901_C02_004MA","S1901_C02_004E","S1901_C02_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C01_004E","S1901_C01_004EA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C03_005M","S1901_C03_005MA","S1901_C03_005E","S1901_C03_005EA","S1901_C02_005M","S1901_C02_005MA","S1901_C02_005E","S1901_C02_005EA","S1901_C01_005M","S1901_C01_005MA","S1901_C01_005E","S1901_C01_005EA","S1901_C04_006E","S1901_C04_006EA","S1901_C04_006M","S1901_C04_006MA","S1901_C03_006M","S1901_C03_006MA","S1901_C03_006E","S1901_C03_006EA","S1901_C02_006M","S1901_C02_006MA","S1901_C02_006E","S1901_C02_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_007E","S1901_C01_007M","S1901_C01_007MA","S1901_C01_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C04_007E","S1901_C04_007EA","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007E","S1901_C03_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C01_008E","S1901_C01_008M","S1901_C01_008MA","S1901_C01_008EA","S1901_C04_008E","S1901_C04_008EA","S1901_C04_008M","S1901_C04_008MA","S1901_C03_008M","S1901_C03_008MA","S1901_C03_008E","S1901_C03_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009EA","S1901_C02_009M","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009EA","S1901_C03_009M","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009EA","S1901_C04_009M","S1901_C04_009MA","S1901_C01_010M","S1901_C01_010MA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010MA","S1901_C02_010EA","S1901_C01_010E","S1901_C01_010EA","S1901_C03_010E","S1901_C03_010M","S1901_C03_010MA","S1901_C03_010EA","S1901_C04_010E","S1901_C04_010M","S1901_C04_010MA","S1901_C04_010EA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C01_011M","S1901_C01_011MA","S1901_C01_011E","S1901_C01_011EA","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011E","S1901_C04_011EA","S1901_C03_011M","S1901_C03_011MA","S1901_C03_011E","S1901_C03_011EA","S1901_C01_012E","S1901_C01_012EA","S1901_C01_012M","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C04_012E","S1901_C04_012EA","S1901_C04_012M","S1901_C04_012MA","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012E","S1901_C03_012EA","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013E","S1901_C02_013EA","S1901_C01_013M","S1901_C01_013MA","S1901_C01_013E","S1901_C01_013EA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013MA","S1901_C03_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C04_013E","S1901_C04_013EA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014MA","S1901_C01_014EA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014MA","S1901_C02_014EA","S1901_C04_014M","S1901_C04_014MA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014EA","S1901_C02_015E","S1901_C02_015M","S1901_C02_015MA","S1901_C02_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C01_015E","S1901_C01_015EA","S1901_C04_015M","S1901_C04_015MA","S1901_C04_015E","S1901_C04_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C03_015E","S1901_C03_015EA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016EA","S1901_C02_016M","S1901_C02_016MA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016MA","S1901_C04_016EA",
"Geography","Geographic Area Name","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Margin of Error!!Total","Families!!Estimate!!Total","Annotation of Families!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Households!!Estimate!!Total","Annotation of Households!!Estimate!!Total","Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Households!!Estimate!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Households!!Estimate!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"310M100US10140","Aberdeen, WA Micro Area","N","N","N","N","10468","1332","null","null","1652","null","17908","null","1489","null","28376","null","5.0","2.3","null","null","2.4","null","7.7","null","5.7","null","13.6","null","N","N","N","N","4.1","null","1.9","null","1.8","null","1.4","null","8.5","4.2","null","null","N","N","N","N","19.1","6.1","null","null","N","N","N","N","3.7","null","13.5","null","3.3","null","15.3","null","22.8","null","7.2","null","N","N","N","N","4.0","null","13.2","null","3.5","null","16.3","null","22.4","null","6.8","null","N","N","N","N","3.5","null","14.5","null","3.2","null","17.3","null","19.6","3.4","null","null","3.1","null","6.7","null","N","N","N","N","4.6","null","25.3","null","10.4","3.1","null","null","4.2","null","2.7","null","N","N","N","N","4.4","null","13.9","null","6.3","null","1.7","null","8.2","null","2.3","null","N","N","N","N","2.6","null","1.7","null","1.2","null","2.7","1.9","null","null","1.7","null","N","N","N","N","0.0","1.7","null","null","1.9","null","1.2","null","0.7","null","1.3","null","0.3","null","0.1","null","N","N","N","N","40019","null","2812","null","51049","3807","null","null","27208","null","2188","null","8307","null","60618","null","6407","null","62277","null","3982","null","52068","null","N","N","N","N","3280","null","32155","null","30.0","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.7","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","(X)","(X)","null",
"310M100US10180","Abilene, TX Metro Area","28473","2006","null","null","20589","2026","null","null","2470","null","39268","null","2430","null","59857","null","6.0","2.4","null","null","2.3","null","9.9","null","5.4","null","18.3","null","2.0","null","3.4","null","6.8","null","2.0","null","4.9","null","2.0","null","10.5","3.8","null","null","1.0","null","1.7","null","21.0","4.3","null","null","1.6","null","5.6","null","2.4","null","10.2","null","2.1","null","13.2","null","17.6","null","4.6","null","2.3","null","5.7","null","2.4","null","8.0","null","2.4","null","11.7","null","15.7","null","4.3","null","3.9","null","19.1","null","3.2","null","18.5","null","2.5","null","17.8","null","15.4","2.5","null","null","3.0","null","6.8","null","4.2","null","23.2","null","3.5","null","20.1","null","12.0","2.0","null","null","4.9","null","3.2","null","3.1","null","18.7","null","2.5","null","15.2","null","9.3","null","1.8","null","12.2","null","2.6","null","16.5","null","3.5","null","3.5","null","1.7","null","1.1","null","3.3","1.6","null","null","2.5","null","4.5","2.3","null","null","1.1","0.9","null","null","1.7","null","0.8","null","0.6","null","1.3","null","0.6","null","0.6","null","0.9","null","1.6","null","40630","null","2574","null","51699","3246","null","null","25067","null","3973","null","5390","null","63883","null","5453","null","65381","null","3686","null","55007","null","N","N","N","N","3628","null","33786","null","33.7","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","36.1","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","(X)","(X)","null",
"310M100US10300","Adrian, MI Micro Area","18496","1598","null","null","11609","1411","null","null","1679","null","24732","null","1756","null","36341","null","3.9","2.0","null","null","1.9","null","6.4","null","4.3","null","11.7","null","1.9","null","2.9","null","5.3","null","1.5","null","2.4","null","1.7","null","13.2","3.8","null","null","0.6","null","0.6","null","21.0","5.0","null","null","1.8","null","5.4","null","2.8","null","9.5","null","2.2","null","12.4","null","11.9","null","4.0","null","2.9","null","10.2","null","3.3","null","14.5","null","2.6","null","13.4","null","17.1","null","5.3","null","3.2","null","17.1","null","3.4","null","16.8","null","3.0","null","17.6","null","21.6","3.0","null","null","5.1","null","16.3","null","4.1","null","26.6","null","3.4","null","22.7","null","13.2","2.5","null","null","6.7","null","2.9","null","3.9","null","19.7","null","3.4","null","16.2","null","7.6","null","1.9","null","10.6","null","2.7","null","13.2","null","3.5","null","0.9","null","0.9","null","0.7","null","1.6","1.0","null","null","1.2","null","2.1","1.3","null","null","0.5","0.8","null","null","1.6","null","0.9","null","0.6","null","1.3","null","0.7","null","0.6","null","1.2","null","2.2","null","45563","null","2528","null","53171","6099","null","null","27872","null","5001","null","3883","null","63856","null","3322","null","61827","null","2619","null","54026","null","N","N","N","N","3812","null","35357","null","26.1","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","24.7","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)","(X)","null",
"310M100US10380","Aguadilla-Isabela-San Sebasti?n, PR Metro Area","52670","3406","null","null","27095","1997","null","null","3453","null","81161","null","3177","null","108256","null","30.2","2.7","null","null","2.2","null","37.3","null","4.6","null","59.9","null","2.9","null","20.4","null","14.4","null","1.5","null","13.1","null","1.5","null","17.6","3.8","null","null","2.0","null","13.7","null","13.8","3.5","null","null","3.0","null","23.9","null","2.2","null","22.0","null","1.9","null","19.5","null","4.7","null","2.0","null","2.3","null","14.7","null","1.9","null","13.0","null","1.5","null","10.9","null","2.8","null","2.0","null","2.2","null","12.8","null","1.8","null","11.2","null","1.5","null","9.5","null","5.6","1.0","null","null","0.9","null","0.9","null","1.9","null","9.7","null","1.3","null","7.0","null","1.5","0.5","null","null","0.2","null","0.2","null","1.0","null","2.7","null","0.7","null","2.0","null","0.7","null","0.3","null","0.9","null","0.4","null","1.1","null","0.6","null","0.1","null","0.2","null","0.1","null","0.2","0.2","null","null","0.1","null","0.3","0.3","null","null","0.0","0.7","null","null","0.5","null","0.4","null","0.3","null","0.4","null","0.7","null","0.0","null","0.7","null","0.8","null","14313","null","923","null","17127","947","null","null","7760","null","1002","null","2054","null","21024","null","2441","null","24979","null","1860","null","21623","null","N","N","N","N","1071","null","10611","null","17.7","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17.4","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","16.8","(X)","(X)","null",
"310M100US10420","Akron, OH Metro Area","131154","3620","null","null","103599","3937","null","null","4285","null","177924","null","3534","null","281523","null","5.2","0.9","null","null","0.8","null","8.4","null","1.7","null","15.2","null","0.6","null","1.8","null","6.4","null","0.9","null","3.3","null","0.7","null","12.0","1.8","null","null","0.6","null","1.7","null","19.3","2.3","null","null","0.9","null","4.6","null","1.0","null","7.9","null","1.0","null","11.9","null","14.5","null","1.7","null","1.2","null","7.4","null","1.0","null","9.5","null","0.9","null","11.3","null","15.8","null","1.6","null","1.3","null","12.5","null","1.3","null","14.6","null","1.1","null","15.2","null","18.8","1.1","null","null","1.5","null","13.5","null","1.8","null","23.6","null","1.6","null","21.6","null","11.6","1.0","null","null","5.8","null","1.1","null","1.8","null","18.2","null","1.4","null","14.7","null","10.2","null","0.8","null","14.3","null","1.2","null","18.7","null","1.5","null","2.5","null","0.8","null","0.5","null","5.3","0.7","null","null","3.7","null","6.9","1.0","null","null","0.8","0.5","null","null","3.5","null","0.6","null","0.4","null","2.5","null","0.3","null","0.6","null","0.8","null","4.7","null","46521","null","1212","null","60607","1387","null","null","26988","null","1421","null","2222","null","73107","null","2089","null","73930","null","1567","null","60782","null","87199","2469","null","null","1795","null","36167","null","28.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)","(X)","null",
