"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001M","S1901_C01_001MA","S1901_C01_001EA","S1901_C02_001E","S1901_C02_001EA","S1901_C02_001M","S1901_C02_001MA","S1901_C03_001E","S1901_C03_001M","S1901_C03_001MA","S1901_C03_001EA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001MA","S1901_C04_001EA","S1901_C01_002E","S1901_C01_002EA","S1901_C01_002M","S1901_C01_002MA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002M","S1901_C03_002MA","S1901_C03_002EA","S1901_C04_002E","S1901_C04_002M","S1901_C04_002MA","S1901_C04_002EA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003M","S1901_C03_003MA","S1901_C03_003EA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003MA","S1901_C04_003EA","S1901_C01_004E","S1901_C01_004M","S1901_C01_004MA","S1901_C01_004EA","S1901_C02_004E","S1901_C02_004EA","S1901_C02_004M","S1901_C02_004MA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005MA","S1901_C01_005EA","S1901_C02_005E","S1901_C02_005EA","S1901_C02_005M","S1901_C02_005MA","S1901_C03_005E","S1901_C03_005M","S1901_C03_005MA","S1901_C03_005EA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C01_006E","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006EA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006MA","S1901_C02_006EA","S1901_C03_006E","S1901_C03_006M","S1901_C03_006MA","S1901_C03_006EA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006MA","S1901_C04_006EA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C04_007E","S1901_C04_007M","S1901_C04_007MA","S1901_C04_007EA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C03_008E","S1901_C03_008M","S1901_C03_008MA","S1901_C03_008EA","S1901_C04_008E","S1901_C04_008M","S1901_C04_008MA","S1901_C04_008EA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C02_009E","S1901_C02_009EA","S1901_C02_009M","S1901_C02_009MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009MA","S1901_C03_009EA","S1901_C04_009E","S1901_C04_009EA","S1901_C04_009M","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010MA","S1901_C01_010EA","S1901_C02_010E","S1901_C02_010EA","S1901_C02_010M","S1901_C02_010MA","S1901_C03_010E","S1901_C03_010EA","S1901_C03_010M","S1901_C03_010MA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011M","S1901_C01_011MA","S1901_C01_011EA","S1901_C02_011E","S1901_C02_011M","S1901_C02_011MA","S1901_C02_011EA","S1901_C03_011E","S1901_C03_011M","S1901_C03_011MA","S1901_C03_011EA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C01_012E","S1901_C01_012EA","S1901_C01_012M","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012EA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012MA","S1901_C04_012EA","S1901_C01_013E","S1901_C01_013EA","S1901_C01_013M","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013EA","S1901_C03_013E","S1901_C03_013M","S1901_C03_013MA","S1901_C03_013EA","S1901_C04_013E","S1901_C04_013M","S1901_C04_013MA","S1901_C04_013EA","S1901_C01_014E","S1901_C01_014EA","S1901_C01_014M","S1901_C01_014MA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014MA","S1901_C02_014EA","S1901_C03_014E","S1901_C03_014M","S1901_C03_014MA","S1901_C03_014EA","S1901_C04_014E","S1901_C04_014EA","S1901_C04_014M","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015EA","S1901_C01_015M","S1901_C01_015MA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C03_015E","S1901_C03_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015EA","S1901_C04_015M","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016M","S1901_C02_016MA","S1901_C02_016EA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_016E","S1901_C04_016EA","S1901_C04_016M","S1901_C04_016MA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Annotation of Households!!Estimate!!Total","Families!!Estimate!!Total","Annotation of Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Margin of Error!!Total","Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Estimate!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Households!!Estimate!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Families!!Estimate!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Household income in the past 12 months","Households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Family income in the past 12 months","Households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"310M300US10140","Aberdeen, WA Micro Area","29286","1312","null","null","18175","null","1504","null","N","N","N","N","11111","1499","null","null","9.4","null","2.7","null","8.1","null","3.5","null","N","N","N","N","17.8","5.7","null","null","5.9","null","2.1","null","1.3","null","1.0","null","N","N","N","N","13.8","5.1","null","null","11.9","3.2","null","null","7.4","null","2.7","null","N","N","N","N","20.3","null","6.3","null","8.7","2.5","null","null","5.7","null","2.5","null","N","N","N","N","11.0","null","5.1","null","16.9","3.9","null","null","16.2","4.9","null","null","N","N","N","N","15.9","5.1","null","null","21.5","null","3.5","null","25.5","null","4.4","null","N","N","N","N","15.0","5.1","null","null","14.6","null","3.0","null","20.2","null","4.1","null","N","N","N","N","3.5","3.7","null","null","8.2","null","2.1","null","12.0","null","3.3","null","N","N","N","N","2.0","null","1.9","null","2.2","1.0","null","null","3.0","null","1.5","null","N","N","N","N","0.1","null","0.2","null","0.6","0.6","null","null","0.6","0.8","null","null","N","N","N","N","0.6","1.0","null","null","47445","null","4076","null","61452","6147","null","null","70977","5163","null","null","23875","4355","null","null","54929","null","2983","null","65614","4035","null","null","N","N","N","N","32503","3506","null","null","36.3","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.9","null","(X)","(X)",
"310M300US10180","Abilene, TX Metro Area","61603","1937","null","null","41634","null","2296","null","30235","2116","null","null","19969","1982","null","null","6.5","null","1.5","null","3.8","null","1.5","null","1.4","1.0","null","null","13.5","4.1","null","null","5.9","null","1.5","null","3.3","null","1.8","null","1.2","0.8","null","null","13.2","3.9","null","null","11.3","2.0","null","null","8.3","null","2.3","null","5.6","null","2.3","null","18.2","null","4.5","null","11.2","2.0","null","null","11.0","null","2.2","null","9.6","2.4","null","null","10.9","null","4.0","null","14.3","2.1","null","null","13.4","2.7","null","null","12.1","2.9","null","null","16.2","3.9","null","null","17.9","null","2.4","null","20.0","null","2.8","null","20.6","3.5","null","null","12.3","4.1","null","null","10.4","null","2.2","null","13.2","null","2.7","null","15.8","3.2","null","null","4.4","2.8","null","null","14.7","null","2.1","null","16.8","null","2.4","null","21.1","3.0","null","null","8.9","null","3.7","null","3.8","0.9","null","null","5.1","null","1.4","null","6.5","null","1.8","null","0.9","null","0.6","null","4.0","1.2","null","null","5.1","1.7","null","null","6.1","2.2","null","null","1.5","1.5","null","null","51130","null","5173","null","61056","4973","null","null","74548","4011","null","null","27562","6577","null","null","68263","null","4585","null","79455","5716","null","null","N","N","N","N","42146","5281","null","null","27.4","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.2","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","null","(X)","(X)",
"310M300US10300","Adrian, MI Micro Area","38559","1367","null","null","25834","null","1233","null","N","N","N","N","12725","1253","null","null","4.2","null","1.2","null","1.6","null","1.0","null","N","N","N","N","11.6","3.2","null","null","3.6","null","1.1","null","2.1","null","1.1","null","N","N","N","N","8.2","3.1","null","null","8.2","2.0","null","null","4.0","null","1.6","null","N","N","N","N","17.0","null","4.8","null","12.6","2.6","null","null","11.7","null","3.1","null","N","N","N","N","18.3","null","4.2","null","15.5","2.4","null","null","14.6","3.3","null","null","N","N","N","N","15.3","3.6","null","null","20.1","null","2.7","null","22.2","null","3.6","null","N","N","N","N","13.4","3.5","null","null","17.5","null","2.7","null","18.5","null","2.9","null","N","N","N","N","12.8","4.8","null","null","13.5","null","2.3","null","18.7","null","3.4","null","N","N","N","N","1.8","null","1.2","null","3.0","1.1","null","null","3.8","null","1.5","null","N","N","N","N","1.2","null","1.3","null","1.9","0.8","null","null","2.6","1.1","null","null","N","N","N","N","0.3","0.4","null","null","56515","null","4031","null","66187","2785","null","null","77244","4569","null","null","31845","2263","null","null","66649","null","3429","null","77019","4411","null","null","N","N","N","N","41289","3787","null","null","32.8","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","31.1","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","34.8","null","(X)","(X)",
"310M300US10380","Aguadilla-Isabela, PR Metro Area","112215","3046","null","null","81472","null","3395","null","50536","3320","null","null","30743","2545","null","null","34.3","null","2.8","null","28.2","null","2.7","null","18.5","3.3","null","null","54.6","5.2","null","null","12.4","null","1.7","null","11.3","null","1.9","null","9.0","2.2","null","null","15.9","3.6","null","null","18.6","2.2","null","null","20.2","null","2.8","null","21.7","null","3.6","null","14.2","null","3.6","null","11.3","1.9","null","null","12.6","null","2.1","null","13.8","2.6","null","null","6.4","null","2.7","null","11.1","1.7","null","null","12.7","2.1","null","null","15.3","3.0","null","null","4.8","2.3","null","null","7.7","null","1.5","null","9.4","null","1.8","null","13.6","2.7","null","null","2.4","1.6","null","null","2.7","null","0.9","null","3.1","null","1.2","null","4.6","1.9","null","null","1.4","1.0","null","null","1.3","null","0.6","null","1.7","null","0.8","null","2.5","1.2","null","null","0.4","null","0.6","null","0.4","0.5","null","null","0.6","null","0.6","null","1.0","null","1.0","null","0.0","null","0.9","null","0.1","0.2","null","null","0.1","0.2","null","null","0.0","0.6","null","null","0.0","0.9","null","null","16645","null","1332","null","20141","1366","null","null","25423","2338","null","null","9237","808","null","null","24746","null","2156","null","28078","2818","null","null","N","N","N","N","14063","1728","null","null","35.0","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","35.2","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.1","null","(X)","(X)",
"310M300US10420","Akron, OH Metro Area","289282","2772","null","null","177681","null","4235","null","126940","4251","null","null","111601","4196","null","null","7.1","null","0.8","null","4.0","null","0.9","null","1.1","0.6","null","null","12.4","1.7","null","null","4.9","null","0.7","null","2.3","null","0.5","null","0.9","0.3","null","null","9.7","1.6","null","null","9.6","1.0","null","null","5.4","null","0.9","null","2.5","null","0.7","null","16.9","null","1.9","null","9.4","0.9","null","null","8.4","null","1.1","null","4.9","0.9","null","null","12.4","null","1.6","null","13.5","0.8","null","null","12.5","1.3","null","null","10.8","1.4","null","null","15.1","1.5","null","null","18.8","null","1.3","null","19.9","null","1.5","null","19.9","1.6","null","null","17.5","2.2","null","null","13.8","null","1.0","null","16.1","null","1.4","null","18.5","1.6","null","null","8.6","1.5","null","null","13.6","null","0.9","null","18.3","null","1.3","null","23.5","1.6","null","null","5.0","null","1.2","null","4.8","0.7","null","null","6.7","null","1.0","null","9.2","null","1.4","null","1.4","null","0.7","null","4.5","0.5","null","null","6.5","0.8","null","null","8.6","1.1","null","null","1.1","0.4","null","null","56106","null","1430","null","71856","2159","null","null","86502","2188","null","null","33348","2824","null","null","75838","null","2646","null","92152","3260","null","null","109750","4278","null","null","46688","2868","null","null","31.8","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.5","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.6","null","(X)","(X)",
