"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C01_002E","S1901_C01_002M","S1901_C01_002MA","S1901_C01_002EA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C01_004E","S1901_C01_004EA","S1901_C01_004M","S1901_C01_004MA","S1901_C01_005E","S1901_C01_005M","S1901_C01_005MA","S1901_C01_005EA","S1901_C01_006E","S1901_C01_006M","S1901_C01_006MA","S1901_C01_006EA","S1901_C01_007E","S1901_C01_007M","S1901_C01_007MA","S1901_C01_007EA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C01_009E","S1901_C01_009EA","S1901_C01_009M","S1901_C01_009MA","S1901_C01_010E","S1901_C01_010M","S1901_C01_010MA","S1901_C01_010EA","S1901_C01_011E","S1901_C01_011EA","S1901_C01_011M","S1901_C01_011MA","S1901_C01_012E","S1901_C01_012M","S1901_C01_012MA","S1901_C01_012EA","S1901_C01_013E","S1901_C01_013M","S1901_C01_013MA","S1901_C01_013EA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014MA","S1901_C01_014EA","S1901_C01_015E","S1901_C01_015M","S1901_C01_015MA","S1901_C01_015EA","S1901_C01_016E","S1901_C01_016M","S1901_C01_016MA","S1901_C01_016EA","S1901_C02_001E","S1901_C02_001EA","S1901_C02_001M","S1901_C02_001MA","S1901_C02_002E","S1901_C02_002M","S1901_C02_002MA","S1901_C02_002EA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004MA","S1901_C02_004EA","S1901_C02_005E","S1901_C02_005M","S1901_C02_005MA","S1901_C02_005EA","S1901_C02_006E","S1901_C02_006M","S1901_C02_006MA","S1901_C02_006EA","S1901_C02_007E","S1901_C02_007M","S1901_C02_007MA","S1901_C02_007EA","S1901_C02_008E","S1901_C02_008EA","S1901_C02_008M","S1901_C02_008MA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009MA","S1901_C02_009EA","S1901_C02_010E","S1901_C02_010EA","S1901_C02_010M","S1901_C02_010MA","S1901_C02_011E","S1901_C02_011EA","S1901_C02_011M","S1901_C02_011MA","S1901_C02_012E","S1901_C02_012EA","S1901_C02_012M","S1901_C02_012MA","S1901_C02_013E","S1901_C02_013M","S1901_C02_013MA","S1901_C02_013EA","S1901_C02_014E","S1901_C02_014M","S1901_C02_014MA","S1901_C02_014EA","S1901_C02_015E","S1901_C02_015EA","S1901_C02_015M","S1901_C02_015MA","S1901_C02_016E","S1901_C02_016M","S1901_C02_016MA","S1901_C02_016EA","S1901_C03_001E","S1901_C03_001EA","S1901_C03_001M","S1901_C03_001MA","S1901_C03_002E","S1901_C03_002M","S1901_C03_002MA","S1901_C03_002EA","S1901_C03_003E","S1901_C03_003M","S1901_C03_003MA","S1901_C03_003EA","S1901_C03_004E","S1901_C03_004M","S1901_C03_004MA","S1901_C03_004EA","S1901_C03_005E","S1901_C03_005EA","S1901_C03_005M","S1901_C03_005MA","S1901_C03_006E","S1901_C03_006M","S1901_C03_006MA","S1901_C03_006EA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C03_009E","S1901_C03_009M","S1901_C03_009MA","S1901_C03_009EA","S1901_C03_010E","S1901_C03_010M","S1901_C03_010MA","S1901_C03_010EA","S1901_C03_011E","S1901_C03_011M","S1901_C03_011MA","S1901_C03_011EA","S1901_C03_012E","S1901_C03_012M","S1901_C03_012MA","S1901_C03_012EA","S1901_C03_013E","S1901_C03_013EA","S1901_C03_013M","S1901_C03_013MA","S1901_C03_014E","S1901_C03_014M","S1901_C03_014MA","S1901_C03_014EA","S1901_C03_015E","S1901_C03_015M","S1901_C03_015MA","S1901_C03_015EA","S1901_C03_016E","S1901_C03_016EA","S1901_C03_016M","S1901_C03_016MA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001MA","S1901_C04_001EA","S1901_C04_002E","S1901_C04_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C04_003E","S1901_C04_003M","S1901_C04_003MA","S1901_C04_003EA","S1901_C04_004E","S1901_C04_004M","S1901_C04_004MA","S1901_C04_004EA","S1901_C04_005E","S1901_C04_005EA","S1901_C04_005M","S1901_C04_005MA","S1901_C04_006E","S1901_C04_006EA","S1901_C04_006M","S1901_C04_006MA","S1901_C04_007E","S1901_C04_007M","S1901_C04_007MA","S1901_C04_007EA","S1901_C04_008E","S1901_C04_008EA","S1901_C04_008M","S1901_C04_008MA","S1901_C04_009E","S1901_C04_009M","S1901_C04_009MA","S1901_C04_009EA","S1901_C04_010E","S1901_C04_010M","S1901_C04_010MA","S1901_C04_010EA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C04_012E","S1901_C04_012M","S1901_C04_012MA","S1901_C04_012EA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C04_014E","S1901_C04_014M","S1901_C04_014MA","S1901_C04_014EA","S1901_C04_015E","S1901_C04_015M","S1901_C04_015MA","S1901_C04_015EA","S1901_C04_016E","S1901_C04_016EA","S1901_C04_016M","S1901_C04_016MA",
"Geography","Geographic Area Name","Estimate!!Households!!Total","Annotation of Estimate!!Households!!Total","Margin of Error!!Households MOE!!Total","Annotation of Margin of Error!!Households MOE!!Total","Estimate!!Households!!Total!!Less than $10,000","Margin of Error!!Households MOE!!Total!!Less than $10,000","Annotation of Margin of Error!!Households MOE!!Total!!Less than $10,000","Annotation of Estimate!!Households!!Total!!Less than $10,000","Estimate!!Households!!Total!!$10,000 to $14,999","Annotation of Estimate!!Households!!Total!!$10,000 to $14,999","Margin of Error!!Households MOE!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Households MOE!!Total!!$10,000 to $14,999","Estimate!!Households!!Total!!$15,000 to $24,999","Annotation of Estimate!!Households!!Total!!$15,000 to $24,999","Margin of Error!!Households MOE!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Households MOE!!Total!!$15,000 to $24,999","Estimate!!Households!!Total!!$25,000 to $34,999","Margin of Error!!Households MOE!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Households MOE!!Total!!$25,000 to $34,999","Annotation of Estimate!!Households!!Total!!$25,000 to $34,999","Estimate!!Households!!Total!!$35,000 to $49,999","Margin of Error!!Households MOE!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Households MOE!!Total!!$35,000 to $49,999","Annotation of Estimate!!Households!!Total!!$35,000 to $49,999","Estimate!!Households!!Total!!$50,000 to $74,999","Margin of Error!!Households MOE!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Households MOE!!Total!!$50,000 to $74,999","Annotation of Estimate!!Households!!Total!!$50,000 to $74,999","Estimate!!Households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Households!!Total!!$75,000 to $99,999","Margin of Error!!Households MOE!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Households MOE!!Total!!$75,000 to $99,999","Estimate!!Households!!Total!!$100,000 to $149,999","Annotation of Estimate!!Households!!Total!!$100,000 to $149,999","Margin of Error!!Households MOE!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Households MOE!!Total!!$100,000 to $149,999","Estimate!!Households!!Total!!$150,000 to $199,999","Margin of Error!!Households MOE!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Households MOE!!Total!!$150,000 to $199,999","Annotation of Estimate!!Households!!Total!!$150,000 to $199,999","Estimate!!Households!!Total!!$200,000 or more","Annotation of Estimate!!Households!!Total!!$200,000 or more","Margin of Error!!Households MOE!!Total!!$200,000 or more","Annotation of Margin of Error!!Households MOE!!Total!!$200,000 or more","Estimate!!Households!!Median income (dollars)","Margin of Error!!Households MOE!!Median income (dollars)","Annotation of Margin of Error!!Households MOE!!Median income (dollars)","Annotation of Estimate!!Households!!Median income (dollars)","Estimate!!Households!!Mean income (dollars)","Margin of Error!!Households MOE!!Mean income (dollars)","Annotation of Margin of Error!!Households MOE!!Mean income (dollars)","Annotation of Estimate!!Households!!Mean income (dollars)","Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Families!!Total","Annotation of Estimate!!Families!!Total","Margin of Error!!Families MOE!!Total","Annotation of Margin of Error!!Families MOE!!Total","Estimate!!Families!!Total!!Less than $10,000","Margin of Error!!Families MOE!!Total!!Less than $10,000","Annotation of Margin of Error!!Families MOE!!Total!!Less than $10,000","Annotation of Estimate!!Families!!Total!!Less than $10,000","Estimate!!Families!!Total!!$10,000 to $14,999","Annotation of Estimate!!Families!!Total!!$10,000 to $14,999","Margin of Error!!Families MOE!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Families MOE!!Total!!$10,000 to $14,999","Estimate!!Families!!Total!!$15,000 to $24,999","Margin of Error!!Families MOE!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Families MOE!!Total!!$15,000 to $24,999","Annotation of Estimate!!Families!!Total!!$15,000 to $24,999","Estimate!!Families!!Total!!$25,000 to $34,999","Margin of Error!!Families MOE!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Families MOE!!Total!!$25,000 to $34,999","Annotation of Estimate!!Families!!Total!!$25,000 to $34,999","Estimate!!Families!!Total!!$35,000 to $49,999","Margin of Error!!Families MOE!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Families MOE!!Total!!$35,000 to $49,999","Annotation of Estimate!!Families!!Total!!$35,000 to $49,999","Estimate!!Families!!Total!!$50,000 to $74,999","Margin of Error!!Families MOE!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Families MOE!!Total!!$50,000 to $74,999","Annotation of Estimate!!Families!!Total!!$50,000 to $74,999","Estimate!!Families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Families!!Total!!$75,000 to $99,999","Margin of Error!!Families MOE!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Families MOE!!Total!!$75,000 to $99,999","Estimate!!Families!!Total!!$100,000 to $149,999","Margin of Error!!Families MOE!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Families MOE!!Total!!$100,000 to $149,999","Annotation of Estimate!!Families!!Total!!$100,000 to $149,999","Estimate!!Families!!Total!!$150,000 to $199,999","Annotation of Estimate!!Families!!Total!!$150,000 to $199,999","Margin of Error!!Families MOE!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Families MOE!!Total!!$150,000 to $199,999","Estimate!!Families!!Total!!$200,000 or more","Annotation of Estimate!!Families!!Total!!$200,000 or more","Margin of Error!!Families MOE!!Total!!$200,000 or more","Annotation of Margin of Error!!Families MOE!!Total!!$200,000 or more","Estimate!!Families!!Median income (dollars)","Annotation of Estimate!!Families!!Median income (dollars)","Margin of Error!!Families MOE!!Median income (dollars)","Annotation of Margin of Error!!Families MOE!!Median income (dollars)","Estimate!!Families!!Mean income (dollars)","Margin of Error!!Families MOE!!Mean income (dollars)","Annotation of Margin of Error!!Families MOE!!Mean income (dollars)","Annotation of Estimate!!Families!!Mean income (dollars)","Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Married-couple families!!Total","Annotation of Estimate!!Married-couple families!!Total","Margin of Error!!Married-couple families MOE!!Total","Annotation of Margin of Error!!Married-couple families MOE!!Total","Estimate!!Married-couple families!!Total!!Less than $10,000","Margin of Error!!Married-couple families MOE!!Total!!Less than $10,000","Annotation of Margin of Error!!Married-couple families MOE!!Total!!Less than $10,000","Annotation of Estimate!!Married-couple families!!Total!!Less than $10,000","Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Margin of Error!!Married-couple families MOE!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$10,000 to $14,999","Annotation of Estimate!!Married-couple families!!Total!!$10,000 to $14,999","Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Margin of Error!!Married-couple families MOE!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$15,000 to $24,999","Annotation of Estimate!!Married-couple families!!Total!!$15,000 to $24,999","Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Annotation of Estimate!!Married-couple families!!Total!!$25,000 to $34,999","Margin of Error!!Married-couple families MOE!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$25,000 to $34,999","Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Margin of Error!!Married-couple families MOE!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$35,000 to $49,999","Annotation of Estimate!!Married-couple families!!Total!!$35,000 to $49,999","Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Margin of Error!!Married-couple families MOE!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$50,000 to $74,999","Annotation of Estimate!!Married-couple families!!Total!!$50,000 to $74,999","Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Annotation of Estimate!!Married-couple families!!Total!!$75,000 to $99,999","Margin of Error!!Married-couple families MOE!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$75,000 to $99,999","Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Margin of Error!!Married-couple families MOE!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$100,000 to $149,999","Annotation of Estimate!!Married-couple families!!Total!!$100,000 to $149,999","Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Margin of Error!!Married-couple families MOE!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$150,000 to $199,999","Annotation of Estimate!!Married-couple families!!Total!!$150,000 to $199,999","Estimate!!Married-couple families!!Total!!$200,000 or more","Margin of Error!!Married-couple families MOE!!Total!!$200,000 or more","Annotation of Margin of Error!!Married-couple families MOE!!Total!!$200,000 or more","Annotation of Estimate!!Married-couple families!!Total!!$200,000 or more","Estimate!!Married-couple families!!Median income (dollars)","Margin of Error!!Married-couple families MOE!!Median income (dollars)","Annotation of Margin of Error!!Married-couple families MOE!!Median income (dollars)","Annotation of Estimate!!Married-couple families!!Median income (dollars)","Estimate!!Married-couple families!!Mean income (dollars)","Annotation of Estimate!!Married-couple families!!Mean income (dollars)","Margin of Error!!Married-couple families MOE!!Mean income (dollars)","Annotation of Margin of Error!!Married-couple families MOE!!Mean income (dollars)","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Married-couple families!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Married-couple families MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Estimate!!Nonfamily households!!Total","Margin of Error!!Nonfamily households MOE!!Total","Annotation of Margin of Error!!Nonfamily households MOE!!Total","Annotation of Estimate!!Nonfamily households!!Total","Estimate!!Nonfamily households!!Total!!Less than $10,000","Annotation of Estimate!!Nonfamily households!!Total!!Less than $10,000","Margin of Error!!Nonfamily households MOE!!Total!!Less than $10,000","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!Less than $10,000","Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Margin of Error!!Nonfamily households MOE!!Total!!$10,000 to $14,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$10,000 to $14,999","Annotation of Estimate!!Nonfamily households!!Total!!$10,000 to $14,999","Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Margin of Error!!Nonfamily households MOE!!Total!!$15,000 to $24,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$15,000 to $24,999","Annotation of Estimate!!Nonfamily households!!Total!!$15,000 to $24,999","Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Annotation of Estimate!!Nonfamily households!!Total!!$25,000 to $34,999","Margin of Error!!Nonfamily households MOE!!Total!!$25,000 to $34,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$25,000 to $34,999","Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Annotation of Estimate!!Nonfamily households!!Total!!$35,000 to $49,999","Margin of Error!!Nonfamily households MOE!!Total!!$35,000 to $49,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$35,000 to $49,999","Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Margin of Error!!Nonfamily households MOE!!Total!!$50,000 to $74,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$50,000 to $74,999","Annotation of Estimate!!Nonfamily households!!Total!!$50,000 to $74,999","Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Annotation of Estimate!!Nonfamily households!!Total!!$75,000 to $99,999","Margin of Error!!Nonfamily households MOE!!Total!!$75,000 to $99,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$75,000 to $99,999","Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Margin of Error!!Nonfamily households MOE!!Total!!$100,000 to $149,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$100,000 to $149,999","Annotation of Estimate!!Nonfamily households!!Total!!$100,000 to $149,999","Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Margin of Error!!Nonfamily households MOE!!Total!!$150,000 to $199,999","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$150,000 to $199,999","Annotation of Estimate!!Nonfamily households!!Total!!$150,000 to $199,999","Estimate!!Nonfamily households!!Total!!$200,000 or more","Margin of Error!!Nonfamily households MOE!!Total!!$200,000 or more","Annotation of Margin of Error!!Nonfamily households MOE!!Total!!$200,000 or more","Annotation of Estimate!!Nonfamily households!!Total!!$200,000 or more","Estimate!!Nonfamily households!!Median income (dollars)","Margin of Error!!Nonfamily households MOE!!Median income (dollars)","Annotation of Margin of Error!!Nonfamily households MOE!!Median income (dollars)","Annotation of Estimate!!Nonfamily households!!Median income (dollars)","Estimate!!Nonfamily households!!Mean income (dollars)","Annotation of Estimate!!Nonfamily households!!Mean income (dollars)","Margin of Error!!Nonfamily households MOE!!Mean income (dollars)","Annotation of Margin of Error!!Nonfamily households MOE!!Mean income (dollars)","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Household income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Household income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Family income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Family income in the past 12 months","Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Estimate!!Nonfamily households!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months","Annotation of Margin of Error!!Nonfamily households MOE!!PERCENT ALLOCATED!!Nonfamily income in the past 12 months",
"310M300US10100","Aberdeen, SD Micro Area","17907","null","372","null","4.4","1.2","null","null","4.5","null","1.2","null","11.0","null","1.5","null","10.3","1.6","null","null","15.5","1.7","null","null","18.2","1.7","null","null","15.5","null","1.6","null","13.2","null","1.5","null","3.2","0.8","null","null","4.3","null","0.8","null","54533","2641","null","null","74437","4242","null","null","30.2","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","11172","null","428","null","2.2","1.3","null","null","2.4","null","1.0","null","6.0","1.7","null","null","6.2","1.4","null","null","13.1","1.9","null","null","21.1","2.6","null","null","20.6","null","2.4","null","18.5","2.2","null","null","4.6","null","1.1","null","5.3","null","1.0","null","73807","null","2665","null","87575","3649","null","null","(X)","(X)","(X)","(X)","30.5","null","(X)","(X)","(X)","(X)","(X)","(X)","8775","null","376","null","0.4","0.3","null","null","0.9","0.7","null","null","3.4","1.4","null","null","4.2","null","1.2","null","11.5","1.8","null","null","20.8","2.6","null","null","23.9","null","3.1","null","22.6","2.8","null","null","5.6","1.4","null","null","6.6","1.3","null","null","83442","2902","null","null","99578","null","4325","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","6735","445","null","null","9.2","null","2.5","null","8.6","2.4","null","null","21.1","3.5","null","null","15.9","null","3.1","null","20.6","null","3.2","null","13.7","2.9","null","null","4.7","null","1.4","null","3.5","1.2","null","null","0.9","0.9","null","null","1.8","1.1","null","null","31777","1821","null","null","48144","null","9237","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.7","null","(X)","(X)",
"310M300US10140","Aberdeen, WA Micro Area","28070","null","696","null","8.7","1.0","null","null","6.6","null","1.2","null","11.2","null","1.4","null","11.0","1.2","null","null","16.3","1.3","null","null","19.2","1.4","null","null","12.0","null","1.5","null","10.5","null","1.3","null","2.6","0.6","null","null","2.0","null","0.5","null","45483","2355","null","null","59551","2120","null","null","34.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","17782","null","588","null","5.4","1.2","null","null","2.3","null","0.9","null","7.9","1.4","null","null","10.1","1.7","null","null","16.6","1.9","null","null","21.8","2.2","null","null","16.3","null","2.1","null","13.8","1.7","null","null","3.4","null","0.8","null","2.5","null","0.7","null","58846","null","4271","null","69817","2594","null","null","(X)","(X)","(X)","(X)","36.5","null","(X)","(X)","(X)","(X)","(X)","(X)","12884","null","628","null","2.5","1.1","null","null","1.1","0.9","null","null","5.2","1.4","null","null","8.9","null","1.8","null","15.9","2.0","null","null","23.6","2.7","null","null","19.3","null","2.6","null","16.9","2.0","null","null","4.0","1.0","null","null","2.7","0.9","null","null","67472","2567","null","null","77950","null","3258","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","10288","629","null","null","17.9","null","2.5","null","13.8","2.4","null","null","18.4","2.8","null","null","13.3","null","2.2","null","14.3","null","2.0","null","13.2","2.0","null","null","3.9","null","1.3","null","3.8","1.6","null","null","0.5","0.3","null","null","1.0","0.6","null","null","24951","1954","null","null","37781","null","3390","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","30.2","null","(X)","(X)",
"310M300US10180","Abilene, TX Metro Area","60369","null","910","null","7.8","0.6","null","null","5.7","null","0.6","null","11.2","null","0.8","null","11.5","0.8","null","null","15.0","1.0","null","null","19.2","0.9","null","null","11.4","null","1.0","null","11.7","null","0.8","null","3.4","0.5","null","null","3.2","null","0.5","null","48156","1831","null","null","65200","1523","null","null","31.1","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","39949","null","861","null","4.6","0.7","null","null","3.5","null","0.7","null","7.5","0.9","null","null","10.5","0.9","null","null","14.5","1.3","null","null","21.1","1.3","null","null","14.1","null","1.3","null","15.3","1.2","null","null","4.6","null","0.7","null","4.3","null","0.7","null","59855","null","1689","null","76614","2366","null","null","(X)","(X)","(X)","(X)","31.4","null","(X)","(X)","(X)","(X)","(X)","(X)","29629","null","815","null","1.8","0.5","null","null","1.5","0.4","null","null","4.8","0.8","null","null","8.9","null","1.1","null","13.8","1.4","null","null","22.6","1.6","null","null","16.1","null","1.5","null","19.1","1.6","null","null","5.9","0.9","null","null","5.4","0.9","null","null","71134","2438","null","null","88098","null","2733","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","20420","776","null","null","16.0","null","1.6","null","11.0","1.3","null","null","19.5","1.9","null","null","14.2","null","1.8","null","14.9","null","1.4","null","13.8","1.5","null","null","5.2","null","1.0","null","3.7","0.9","null","null","0.8","0.3","null","null","1.0","0.4","null","null","27134","1367","null","null","39176","null","2175","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.8","null","(X)","(X)",
