"GEO_ID","NAME","S1901_C01_001E","S1901_C01_001EA","S1901_C01_001M","S1901_C01_001MA","S1901_C02_001E","S1901_C02_001EA","S1901_C02_001M","S1901_C02_001MA","S1901_C03_001E","S1901_C03_001EA","S1901_C03_001M","S1901_C03_001MA","S1901_C04_001E","S1901_C04_001M","S1901_C04_001MA","S1901_C04_001EA","S1901_C01_002E","S1901_C01_002EA","S1901_C01_002M","S1901_C01_002MA","S1901_C02_002E","S1901_C02_002EA","S1901_C02_002M","S1901_C02_002MA","S1901_C03_002E","S1901_C03_002EA","S1901_C03_002M","S1901_C03_002MA","S1901_C04_002E","S1901_C04_002EA","S1901_C04_002M","S1901_C04_002MA","S1901_C01_003E","S1901_C01_003EA","S1901_C01_003M","S1901_C01_003MA","S1901_C02_003E","S1901_C02_003EA","S1901_C02_003M","S1901_C02_003MA","S1901_C03_003E","S1901_C03_003EA","S1901_C03_003M","S1901_C03_003MA","S1901_C04_003E","S1901_C04_003EA","S1901_C04_003M","S1901_C04_003MA","S1901_C01_004E","S1901_C01_004M","S1901_C01_004MA","S1901_C01_004EA","S1901_C02_004E","S1901_C02_004M","S1901_C02_004MA","S1901_C02_004EA","S1901_C03_004E","S1901_C03_004EA","S1901_C03_004M","S1901_C03_004MA","S1901_C04_004E","S1901_C04_004EA","S1901_C04_004M","S1901_C04_004MA","S1901_C01_005E","S1901_C01_005EA","S1901_C01_005M","S1901_C01_005MA","S1901_C02_005E","S1901_C02_005EA","S1901_C02_005M","S1901_C02_005MA","S1901_C03_005E","S1901_C03_005M","S1901_C03_005MA","S1901_C03_005EA","S1901_C04_005E","S1901_C04_005M","S1901_C04_005MA","S1901_C04_005EA","S1901_C01_006E","S1901_C01_006EA","S1901_C01_006M","S1901_C01_006MA","S1901_C02_006E","S1901_C02_006EA","S1901_C02_006M","S1901_C02_006MA","S1901_C03_006E","S1901_C03_006M","S1901_C03_006MA","S1901_C03_006EA","S1901_C04_006E","S1901_C04_006M","S1901_C04_006MA","S1901_C04_006EA","S1901_C01_007E","S1901_C01_007EA","S1901_C01_007M","S1901_C01_007MA","S1901_C02_007E","S1901_C02_007EA","S1901_C02_007M","S1901_C02_007MA","S1901_C03_007E","S1901_C03_007M","S1901_C03_007MA","S1901_C03_007EA","S1901_C04_007E","S1901_C04_007EA","S1901_C04_007M","S1901_C04_007MA","S1901_C01_008E","S1901_C01_008EA","S1901_C01_008M","S1901_C01_008MA","S1901_C02_008E","S1901_C02_008M","S1901_C02_008MA","S1901_C02_008EA","S1901_C03_008E","S1901_C03_008EA","S1901_C03_008M","S1901_C03_008MA","S1901_C04_008E","S1901_C04_008EA","S1901_C04_008M","S1901_C04_008MA","S1901_C01_009E","S1901_C01_009M","S1901_C01_009MA","S1901_C01_009EA","S1901_C02_009E","S1901_C02_009M","S1901_C02_009MA","S1901_C02_009EA","S1901_C03_009E","S1901_C03_009EA","S1901_C03_009M","S1901_C03_009MA","S1901_C04_009E","S1901_C04_009EA","S1901_C04_009M","S1901_C04_009MA","S1901_C01_010E","S1901_C01_010EA","S1901_C01_010M","S1901_C01_010MA","S1901_C02_010E","S1901_C02_010M","S1901_C02_010MA","S1901_C02_010EA","S1901_C03_010E","S1901_C03_010M","S1901_C03_010MA","S1901_C03_010EA","S1901_C04_010E","S1901_C04_010EA","S1901_C04_010M","S1901_C04_010MA","S1901_C01_011E","S1901_C01_011EA","S1901_C01_011M","S1901_C01_011MA","S1901_C02_011E","S1901_C02_011M","S1901_C02_011MA","S1901_C02_011EA","S1901_C03_011E","S1901_C03_011M","S1901_C03_011MA","S1901_C03_011EA","S1901_C04_011E","S1901_C04_011M","S1901_C04_011MA","S1901_C04_011EA","S1901_C01_012E","S1901_C01_012EA","S1901_C01_012M","S1901_C01_012MA","S1901_C02_012E","S1901_C02_012M","S1901_C02_012MA","S1901_C02_012EA","S1901_C03_012E","S1901_C03_012EA","S1901_C03_012M","S1901_C03_012MA","S1901_C04_012E","S1901_C04_012EA","S1901_C04_012M","S1901_C04_012MA","S1901_C01_013E","S1901_C01_013EA","S1901_C01_013M","S1901_C01_013MA","S1901_C02_013E","S1901_C02_013EA","S1901_C02_013M","S1901_C02_013MA","S1901_C03_013E","S1901_C03_013EA","S1901_C03_013M","S1901_C03_013MA","S1901_C04_013E","S1901_C04_013EA","S1901_C04_013M","S1901_C04_013MA","S1901_C01_014E","S1901_C01_014M","S1901_C01_014MA","S1901_C01_014EA","S1901_C02_014E","S1901_C02_014EA","S1901_C02_014M","S1901_C02_014MA","S1901_C03_014E","S1901_C03_014EA","S1901_C03_014M","S1901_C03_014MA","S1901_C04_014E","S1901_C04_014EA","S1901_C04_014M","S1901_C04_014MA","S1901_C01_015E","S1901_C01_015M","S1901_C01_015MA","S1901_C01_015EA","S1901_C02_015E","S1901_C02_015M","S1901_C02_015MA","S1901_C02_015EA","S1901_C03_015E","S1901_C03_015EA","S1901_C03_015M","S1901_C03_015MA","S1901_C04_015E","S1901_C04_015EA","S1901_C04_015M","S1901_C04_015MA","S1901_C01_016E","S1901_C01_016EA","S1901_C01_016M","S1901_C01_016MA","S1901_C02_016E","S1901_C02_016M","S1901_C02_016MA","S1901_C02_016EA","S1901_C03_016E","S1901_C03_016M","S1901_C03_016MA","S1901_C03_016EA","S1901_C04_016E","S1901_C04_016M","S1901_C04_016MA","S1901_C04_016EA",
"Geography","Geographic Area Name","Households!!Estimate!!Total","Annotation of Households!!Estimate!!Total","Households!!Margin of Error!!Total","Annotation of Households!!Margin of Error!!Total","Families!!Estimate!!Total","Annotation of Families!!Estimate!!Total","Families!!Margin of Error!!Total","Annotation of Families!!Margin of Error!!Total","Married-couple families!!Estimate!!Total","Annotation of Married-couple families!!Estimate!!Total","Married-couple families!!Margin of Error!!Total","Annotation of Married-couple families!!Margin of Error!!Total","Nonfamily households!!Estimate!!Total","Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Margin of Error!!Total","Annotation of Nonfamily households!!Estimate!!Total","Households!!Estimate!!Less than $10,000","Annotation of Households!!Estimate!!Less than $10,000","Households!!Margin of Error!!Less than $10,000","Annotation of Households!!Margin of Error!!Less than $10,000","Families!!Estimate!!Less than $10,000","Annotation of Families!!Estimate!!Less than $10,000","Families!!Margin of Error!!Less than $10,000","Annotation of Families!!Margin of Error!!Less than $10,000","Married-couple families!!Estimate!!Less than $10,000","Annotation of Married-couple families!!Estimate!!Less than $10,000","Married-couple families!!Margin of Error!!Less than $10,000","Annotation of Married-couple families!!Margin of Error!!Less than $10,000","Nonfamily households!!Estimate!!Less than $10,000","Annotation of Nonfamily households!!Estimate!!Less than $10,000","Nonfamily households!!Margin of Error!!Less than $10,000","Annotation of Nonfamily households!!Margin of Error!!Less than $10,000","Households!!Estimate!!$10,000 to $14,999","Annotation of Households!!Estimate!!$10,000 to $14,999","Households!!Margin of Error!!$10,000 to $14,999","Annotation of Households!!Margin of Error!!$10,000 to $14,999","Families!!Estimate!!$10,000 to $14,999","Annotation of Families!!Estimate!!$10,000 to $14,999","Families!!Margin of Error!!$10,000 to $14,999","Annotation of Families!!Margin of Error!!$10,000 to $14,999","Married-couple families!!Estimate!!$10,000 to $14,999","Annotation of Married-couple families!!Estimate!!$10,000 to $14,999","Married-couple families!!Margin of Error!!$10,000 to $14,999","Annotation of Married-couple families!!Margin of Error!!$10,000 to $14,999","Nonfamily households!!Estimate!!$10,000 to $14,999","Annotation of Nonfamily households!!Estimate!!$10,000 to $14,999","Nonfamily households!!Margin of Error!!$10,000 to $14,999","Annotation of Nonfamily households!!Margin of Error!!$10,000 to $14,999","Households!!Estimate!!$15,000 to $24,999","Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Margin of Error!!$15,000 to $24,999","Annotation of Households!!Estimate!!$15,000 to $24,999","Families!!Estimate!!$15,000 to $24,999","Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Margin of Error!!$15,000 to $24,999","Annotation of Families!!Estimate!!$15,000 to $24,999","Married-couple families!!Estimate!!$15,000 to $24,999","Annotation of Married-couple families!!Estimate!!$15,000 to $24,999","Married-couple families!!Margin of Error!!$15,000 to $24,999","Annotation of Married-couple families!!Margin of Error!!$15,000 to $24,999","Nonfamily households!!Estimate!!$15,000 to $24,999","Annotation of Nonfamily households!!Estimate!!$15,000 to $24,999","Nonfamily households!!Margin of Error!!$15,000 to $24,999","Annotation of Nonfamily households!!Margin of Error!!$15,000 to $24,999","Households!!Estimate!!$25,000 to $34,999","Annotation of Households!!Estimate!!$25,000 to $34,999","Households!!Margin of Error!!$25,000 to $34,999","Annotation of Households!!Margin of Error!!$25,000 to $34,999","Families!!Estimate!!$25,000 to $34,999","Annotation of Families!!Estimate!!$25,000 to $34,999","Families!!Margin of Error!!$25,000 to $34,999","Annotation of Families!!Margin of Error!!$25,000 to $34,999","Married-couple families!!Estimate!!$25,000 to $34,999","Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Margin of Error!!$25,000 to $34,999","Annotation of Married-couple families!!Estimate!!$25,000 to $34,999","Nonfamily households!!Estimate!!$25,000 to $34,999","Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Margin of Error!!$25,000 to $34,999","Annotation of Nonfamily households!!Estimate!!$25,000 to $34,999","Households!!Estimate!!$35,000 to $49,999","Annotation of Households!!Estimate!!$35,000 to $49,999","Households!!Margin of Error!!$35,000 to $49,999","Annotation of Households!!Margin of Error!!$35,000 to $49,999","Families!!Estimate!!$35,000 to $49,999","Annotation of Families!!Estimate!!$35,000 to $49,999","Families!!Margin of Error!!$35,000 to $49,999","Annotation of Families!!Margin of Error!!$35,000 to $49,999","Married-couple families!!Estimate!!$35,000 to $49,999","Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Margin of Error!!$35,000 to $49,999","Annotation of Married-couple families!!Estimate!!$35,000 to $49,999","Nonfamily households!!Estimate!!$35,000 to $49,999","Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Margin of Error!!$35,000 to $49,999","Annotation of Nonfamily households!!Estimate!!$35,000 to $49,999","Households!!Estimate!!$50,000 to $74,999","Annotation of Households!!Estimate!!$50,000 to $74,999","Households!!Margin of Error!!$50,000 to $74,999","Annotation of Households!!Margin of Error!!$50,000 to $74,999","Families!!Estimate!!$50,000 to $74,999","Annotation of Families!!Estimate!!$50,000 to $74,999","Families!!Margin of Error!!$50,000 to $74,999","Annotation of Families!!Margin of Error!!$50,000 to $74,999","Married-couple families!!Estimate!!$50,000 to $74,999","Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Margin of Error!!$50,000 to $74,999","Annotation of Married-couple families!!Estimate!!$50,000 to $74,999","Nonfamily households!!Estimate!!$50,000 to $74,999","Annotation of Nonfamily households!!Estimate!!$50,000 to $74,999","Nonfamily households!!Margin of Error!!$50,000 to $74,999","Annotation of Nonfamily households!!Margin of Error!!$50,000 to $74,999","Households!!Estimate!!$75,000 to $99,999","Annotation of Households!!Estimate!!$75,000 to $99,999","Households!!Margin of Error!!$75,000 to $99,999","Annotation of Households!!Margin of Error!!$75,000 to $99,999","Families!!Estimate!!$75,000 to $99,999","Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Margin of Error!!$75,000 to $99,999","Annotation of Families!!Estimate!!$75,000 to $99,999","Married-couple families!!Estimate!!$75,000 to $99,999","Annotation of Married-couple families!!Estimate!!$75,000 to $99,999","Married-couple families!!Margin of Error!!$75,000 to $99,999","Annotation of Married-couple families!!Margin of Error!!$75,000 to $99,999","Nonfamily households!!Estimate!!$75,000 to $99,999","Annotation of Nonfamily households!!Estimate!!$75,000 to $99,999","Nonfamily households!!Margin of Error!!$75,000 to $99,999","Annotation of Nonfamily households!!Margin of Error!!$75,000 to $99,999","Households!!Estimate!!$100,000 to $149,999","Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Margin of Error!!$100,000 to $149,999","Annotation of Households!!Estimate!!$100,000 to $149,999","Families!!Estimate!!$100,000 to $149,999","Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Margin of Error!!$100,000 to $149,999","Annotation of Families!!Estimate!!$100,000 to $149,999","Married-couple families!!Estimate!!$100,000 to $149,999","Annotation of Married-couple families!!Estimate!!$100,000 to $149,999","Married-couple families!!Margin of Error!!$100,000 to $149,999","Annotation of Married-couple families!!Margin of Error!!$100,000 to $149,999","Nonfamily households!!Estimate!!$100,000 to $149,999","Annotation of Nonfamily households!!Estimate!!$100,000 to $149,999","Nonfamily households!!Margin of Error!!$100,000 to $149,999","Annotation of Nonfamily households!!Margin of Error!!$100,000 to $149,999","Households!!Estimate!!$150,000 to $199,999","Annotation of Households!!Estimate!!$150,000 to $199,999","Households!!Margin of Error!!$150,000 to $199,999","Annotation of Households!!Margin of Error!!$150,000 to $199,999","Families!!Estimate!!$150,000 to $199,999","Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Margin of Error!!$150,000 to $199,999","Annotation of Families!!Estimate!!$150,000 to $199,999","Married-couple families!!Estimate!!$150,000 to $199,999","Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Margin of Error!!$150,000 to $199,999","Annotation of Married-couple families!!Estimate!!$150,000 to $199,999","Nonfamily households!!Estimate!!$150,000 to $199,999","Annotation of Nonfamily households!!Estimate!!$150,000 to $199,999","Nonfamily households!!Margin of Error!!$150,000 to $199,999","Annotation of Nonfamily households!!Margin of Error!!$150,000 to $199,999","Households!!Estimate!!$200,000 or more","Annotation of Households!!Estimate!!$200,000 or more","Households!!Margin of Error!!$200,000 or more","Annotation of Households!!Margin of Error!!$200,000 or more","Families!!Estimate!!$200,000 or more","Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Margin of Error!!$200,000 or more","Annotation of Families!!Estimate!!$200,000 or more","Married-couple families!!Estimate!!$200,000 or more","Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Margin of Error!!$200,000 or more","Annotation of Married-couple families!!Estimate!!$200,000 or more","Nonfamily households!!Estimate!!$200,000 or more","Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Margin of Error!!$200,000 or more","Annotation of Nonfamily households!!Estimate!!$200,000 or more","Households!!Estimate!!Median income (dollars)","Annotation of Households!!Estimate!!Median income (dollars)","Households!!Margin of Error!!Median income (dollars)","Annotation of Households!!Margin of Error!!Median income (dollars)","Families!!Estimate!!Median income (dollars)","Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Margin of Error!!Median income (dollars)","Annotation of Families!!Estimate!!Median income (dollars)","Married-couple families!!Estimate!!Median income (dollars)","Annotation of Married-couple families!!Estimate!!Median income (dollars)","Married-couple families!!Margin of Error!!Median income (dollars)","Annotation of Married-couple families!!Margin of Error!!Median income (dollars)","Nonfamily households!!Estimate!!Median income (dollars)","Annotation of Nonfamily households!!Estimate!!Median income (dollars)","Nonfamily households!!Margin of Error!!Median income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Median income (dollars)","Households!!Estimate!!Mean income (dollars)","Annotation of Households!!Estimate!!Mean income (dollars)","Households!!Margin of Error!!Mean income (dollars)","Annotation of Households!!Margin of Error!!Mean income (dollars)","Families!!Estimate!!Mean income (dollars)","Annotation of Families!!Estimate!!Mean income (dollars)","Families!!Margin of Error!!Mean income (dollars)","Annotation of Families!!Margin of Error!!Mean income (dollars)","Married-couple families!!Estimate!!Mean income (dollars)","Annotation of Married-couple families!!Estimate!!Mean income (dollars)","Married-couple families!!Margin of Error!!Mean income (dollars)","Annotation of Married-couple families!!Margin of Error!!Mean income (dollars)","Nonfamily households!!Estimate!!Mean income (dollars)","Annotation of Nonfamily households!!Estimate!!Mean income (dollars)","Nonfamily households!!Margin of Error!!Mean income (dollars)","Annotation of Nonfamily households!!Margin of Error!!Mean income (dollars)","Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Household income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Household income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Family income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Family income in the past 12 months","Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Married-couple families!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Margin of Error!!PERCENT IMPUTED!!Nonfamily income in the past 12 months","Annotation of Nonfamily households!!Estimate!!PERCENT IMPUTED!!Nonfamily income in the past 12 months",
"310M100US10020","Abbeville, LA Micro Area","21948","null","450","null","15507","null","471","null","11641","null","540","null","6441","495","null","null","9.7","null","1.5","null","5.9","null","1.3","null","1.5","null","0.9","null","19.9","null","3.7","null","7.4","null","1.4","null","3.9","null","1.3","null","1.8","null","0.8","null","17.6","null","3.8","null","12.5","1.7","null","null","7.9","1.5","null","null","6.1","null","1.5","null","21.9","null","3.8","null","10.8","null","1.3","null","11.6","null","1.9","null","9.8","1.9","null","null","11.6","2.3","null","null","14.5","null","1.7","null","15.6","null","2.1","null","15.5","2.6","null","null","11.3","2.6","null","null","17.6","null","2.1","null","19.6","null","2.5","null","20.7","2.6","null","null","12.5","null","3.0","null","12.6","null","1.2","null","15.9","1.6","null","null","19.0","null","2.1","null","2.8","null","1.4","null","9.7","1.5","null","null","12.3","2.1","null","null","16.1","null","2.7","null","1.5","null","0.8","null","3.5","null","0.9","null","4.8","1.2","null","null","6.3","1.5","null","null","0.4","null","0.4","null","1.9","null","0.5","null","2.4","0.6","null","null","3.1","0.9","null","null","0.5","0.6","null","null","44339","null","2182","null","56044","3223","null","null","65541","null","4448","null","20255","null","2691","null","59304","null","2443","null","69999","null","3157","null","N","N","N","N","30337","null","3018","null","28.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.5","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.8","(X)","(X)","null",
"310M100US10100","Aberdeen, SD Micro Area","16911","null","319","null","10170","null","354","null","8331","null","322","null","6741","383","null","null","6.8","null","1.0","null","2.1","null","0.9","null","1.1","null","0.7","null","14.5","null","2.3","null","6.1","null","1.0","null","2.0","null","0.9","null","1.6","null","0.9","null","12.3","null","2.4","null","11.3","1.3","null","null","7.0","1.5","null","null","4.2","null","1.3","null","18.5","null","2.8","null","11.4","null","1.3","null","8.4","null","1.7","null","6.6","1.5","null","null","16.8","2.6","null","null","15.0","null","1.8","null","14.3","null","2.3","null","12.9","2.4","null","null","16.2","2.9","null","null","22.5","null","2.0","null","26.6","null","2.7","null","27.7","2.8","null","null","14.5","null","2.9","null","12.5","null","1.4","null","18.4","2.4","null","null","21.5","null","2.8","null","3.7","null","1.1","null","10.6","1.5","null","null","15.3","2.3","null","null","18.0","null","2.7","null","2.7","null","1.3","null","1.5","null","0.4","null","2.4","0.7","null","null","2.8","0.8","null","null","0.1","null","0.2","null","2.3","null","0.6","null","3.4","1.0","null","null","3.6","1.0","null","null","0.5","0.3","null","null","49652","null","1288","null","63681","2464","null","null","70159","null","3082","null","27622","null","3159","null","60264","null","2203","null","76128","null","3436","null","N","N","N","N","34320","null","1956","null","26.8","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","26.1","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)","(X)","null",
"310M100US10140","Aberdeen, WA Micro Area","27905","null","595","null","17713","null","478","null","13073","null","491","null","10192","601","null","null","8.6","null","1.0","null","5.1","null","0.9","null","2.3","null","0.7","null","15.7","null","2.2","null","5.5","null","0.8","null","3.0","null","0.7","null","1.3","null","0.5","null","10.8","null","2.1","null","14.2","1.4","null","null","11.2","1.7","null","null","8.2","null","1.8","null","19.6","null","2.4","null","12.7","null","1.5","null","10.6","null","1.5","null","8.9","1.5","null","null","17.3","2.7","null","null","17.2","null","1.4","null","16.8","null","1.5","null","17.5","1.8","null","null","17.5","2.5","null","null","18.2","null","1.4","null","22.5","null","1.9","null","23.7","2.3","null","null","9.5","null","1.7","null","11.3","null","1.2","null","14.9","1.8","null","null","17.3","null","2.1","null","5.4","null","1.3","null","9.3","1.0","null","null","12.4","1.4","null","null","16.1","null","1.9","null","2.3","null","0.8","null","1.8","null","0.5","null","2.0","0.6","null","null","2.7","0.8","null","null","1.5","null","1.0","null","1.1","null","0.4","null","1.5","0.5","null","null","2.0","0.7","null","null","0.4","0.3","null","null","42440","null","1439","null","52468","1468","null","null","61902","null","2971","null","26921","null","1797","null","54844","null","1938","null","64067","null","2627","null","73540","null","3539","null","36224","null","2786","null","29.5","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.6","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","27.1","(X)","(X)","null",
"310M100US10180","Abilene, TX Metro Area","60171","null","977","null","39647","null","992","null","29768","null","917","null","20524","799","null","null","8.2","null","0.8","null","5.0","null","0.8","null","2.3","null","0.6","null","15.1","null","1.7","null","6.0","null","0.7","null","3.9","null","0.7","null","1.9","null","0.5","null","10.5","null","1.4","null","12.9","0.8","null","null","9.5","1.0","null","null","5.9","null","0.9","null","20.5","null","2.1","null","13.2","null","0.8","null","11.1","null","1.0","null","9.0","1.0","null","null","17.2","1.7","null","null","15.4","null","1.1","null","15.4","null","1.3","null","15.4","1.5","null","null","15.8","2.0","null","null","19.5","null","1.1","null","22.8","null","1.3","null","25.0","1.5","null","null","12.3","null","1.7","null","10.3","null","0.9","null","13.1","1.2","null","null","15.9","null","1.5","null","3.7","null","0.9","null","9.4","0.8","null","null","12.4","1.0","null","null","16.0","null","1.4","null","3.1","null","0.9","null","3.0","null","0.5","null","4.0","0.7","null","null","5.0","0.8","null","null","1.0","null","0.5","null","2.2","null","0.4","null","2.9","0.5","null","null","3.6","0.7","null","null","1.0","0.5","null","null","44007","null","1135","null","55135","1344","null","null","65328","null","1964","null","27055","null","1092","null","59477","null","1779","null","69141","null","2158","null","79979","null","2726","null","38923","null","3362","null","29.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","29.9","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","28.9","(X)","(X)","null",
"310M100US10220","Ada, OK Micro Area","14692","null","288","null","9508","null","334","null","6957","null","366","null","5184","310","null","null","9.1","null","1.3","null","6.3","null","1.5","null","1.7","null","0.9","null","17.4","null","2.8","null","8.1","null","1.3","null","4.5","null","1.1","null","3.4","null","1.1","null","13.3","null","2.3","null","14.1","1.6","null","null","10.2","1.6","null","null","7.0","null","1.5","null","23.6","null","3.5","null","12.6","null","1.4","null","11.7","null","1.5","null","9.9","1.5","null","null","14.3","2.3","null","null","15.4","null","1.8","null","14.6","null","2.0","null","15.1","2.4","null","null","15.8","2.9","null","null","17.5","null","1.7","null","19.9","null","2.1","null","22.0","2.5","null","null","11.3","null","2.4","null","11.6","null","1.3","null","15.6","1.9","null","null","19.4","null","2.4","null","3.0","null","1.3","null","7.6","1.3","null","null","11.2","2.0","null","null","13.9","null","2.6","null","1.2","null","0.9","null","2.2","null","0.6","null","3.4","1.0","null","null","4.2","1.3","null","null","0.1","null","0.1","null","1.8","null","0.7","null","2.5","1.1","null","null","3.4","1.5","null","null","0.0","0.5","null","null","40680","null","1890","null","52900","2685","null","null","64092","null","3842","null","22416","null","1830","null","53104","null","2494","null","64882","null","3684","null","75642","null","5074","null","28770","null","1754","null","34.1","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","33.6","(X)","(X)","null","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","32.3","(X)","(X)","null",
